empty_slots,free_bikes,Latitude,Longitude,Bike_station,Total_bikes,Category,Rating,Restaurant_name,Location,Distance
26,4,49.28,-123.12,Robson & Granville,30,Seafood,4.5, Blue Water Cafe, 1095 Hamilton St,2244.53
26,4,49.28,-123.12,Robson & Granville,30,"Seafood, Steakhouses",4.0, Joe Fortes Seafood & Chop House, 777 Thurlow Street,3206.83
26,4,49.28,-123.12,Robson & Granville,30,Italian,4.5, Lupo, 869 Hamilton Street,2499.67
26,4,49.28,-123.12,Robson & Granville,30,"Breakfast & Brunch, Middle Eastern, Wine Bars",4.0, Medina Cafe, 780 Richards Street,2749.8
26,4,49.28,-123.12,Robson & Granville,30,"Canadian (New), Seafood",4.0, The Flying Pig, 1168 Hamilton Street,2108.81
7,12,49.28,-123.12,Nelson & Mainland,19,Restaurant,-1.0,Le Cassis Patisserie & Cooking School ,910 Beatty St ,514.0
7,12,49.28,-123.12,Nelson & Mainland,19,Flower Store,-1.0,Bay Fresh Flowers ,1b21-650 Georgia St W ,228.0
7,12,49.28,-123.12,Nelson & Mainland,19,Flower Store,-1.0,Divine Vines ,1024 Mainland St ,452.0
7,12,49.28,-123.12,Nelson & Mainland,19,Flower Store,-1.0,Angela & Gabriel's Flowers Inc ,925 Georgia St W ,472.0
7,12,49.28,-123.12,Nelson & Mainland,19,Flower Store,-1.0,7 Foot Florist ,888 Dunsmuir St ,523.0
7,12,49.28,-123.12,Nelson & Mainland,19,Flower Store,-1.0,Queensberry Flower Co ,655 Seymour St ,571.0
7,12,49.28,-123.12,Nelson & Mainland,19,Flower Store,-1.0,Fleurs d'Amour ,437 Robson St ,214.0
7,12,49.28,-123.12,Nelson & Mainland,19,Flower Store,-1.0,Bonus Eventus Florist ,345 Robson St ,334.0
7,12,49.28,-123.12,Nelson & Mainland,19,Flower Store,-1.0,Granville Station Flowers ,655 Seymour St ,380.0
7,12,49.28,-123.12,Nelson & Mainland,19,Seafood,4.5, Blue Water Cafe, 1095 Hamilton St,2244.53
7,12,49.28,-123.12,Nelson & Mainland,19,"Seafood, Steakhouses",4.0, Joe Fortes Seafood & Chop House, 777 Thurlow Street,3206.83
7,12,49.28,-123.12,Nelson & Mainland,19,Italian,4.5, Lupo, 869 Hamilton Street,2499.67
7,12,49.28,-123.12,Nelson & Mainland,19,"Breakfast & Brunch, Middle Eastern, Wine Bars",4.0, Medina Cafe, 780 Richards Street,2749.8
7,12,49.28,-123.12,Nelson & Mainland,19,"Canadian (New), Seafood",4.0, The Flying Pig, 1168 Hamilton Street,2108.81
17,1,49.28,-123.12,Nelson & Richards,18,Restaurant,-1.0,Le Cassis Patisserie & Cooking School ,910 Beatty St ,514.0
17,1,49.28,-123.12,Nelson & Richards,18,Flower Store,-1.0,Bay Fresh Flowers ,1b21-650 Georgia St W ,228.0
17,1,49.28,-123.12,Nelson & Richards,18,Flower Store,-1.0,Divine Vines ,1024 Mainland St ,452.0
17,1,49.28,-123.12,Nelson & Richards,18,Flower Store,-1.0,Angela & Gabriel's Flowers Inc ,925 Georgia St W ,472.0
17,1,49.28,-123.12,Nelson & Richards,18,Flower Store,-1.0,7 Foot Florist ,888 Dunsmuir St ,523.0
17,1,49.28,-123.12,Nelson & Richards,18,Flower Store,-1.0,Queensberry Flower Co ,655 Seymour St ,571.0
17,1,49.28,-123.12,Nelson & Richards,18,Flower Store,-1.0,Fleurs d'Amour ,437 Robson St ,214.0
17,1,49.28,-123.12,Nelson & Richards,18,Flower Store,-1.0,Bonus Eventus Florist ,345 Robson St ,334.0
17,1,49.28,-123.12,Nelson & Richards,18,Flower Store,-1.0,Granville Station Flowers ,655 Seymour St ,380.0
17,1,49.28,-123.12,Nelson & Richards,18,Seafood,4.5, Blue Water Cafe, 1095 Hamilton St,2244.53
17,1,49.28,-123.12,Nelson & Richards,18,"Seafood, Steakhouses",4.0, Joe Fortes Seafood & Chop House, 777 Thurlow Street,3206.83
17,1,49.28,-123.12,Nelson & Richards,18,Italian,4.5, Lupo, 869 Hamilton Street,2499.67
17,1,49.28,-123.12,Nelson & Richards,18,"Breakfast & Brunch, Middle Eastern, Wine Bars",4.0, Medina Cafe, 780 Richards Street,2749.8
17,1,49.28,-123.12,Nelson & Richards,18,"Canadian (New), Seafood",4.0, The Flying Pig, 1168 Hamilton Street,2108.81
26,2,49.28,-123.12,šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,28,Restaurant,-1.0,Le Cassis Patisserie & Cooking School ,910 Beatty St ,514.0
26,2,49.28,-123.12,šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,28,Flower Store,-1.0,Bay Fresh Flowers ,1b21-650 Georgia St W ,228.0
26,2,49.28,-123.12,šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,28,Flower Store,-1.0,Divine Vines ,1024 Mainland St ,452.0
26,2,49.28,-123.12,šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,28,Flower Store,-1.0,Angela & Gabriel's Flowers Inc ,925 Georgia St W ,472.0
26,2,49.28,-123.12,šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,28,Flower Store,-1.0,7 Foot Florist ,888 Dunsmuir St ,523.0
26,2,49.28,-123.12,šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,28,Flower Store,-1.0,Queensberry Flower Co ,655 Seymour St ,571.0
26,2,49.28,-123.12,šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,28,Flower Store,-1.0,Fleurs d'Amour ,437 Robson St ,214.0
26,2,49.28,-123.12,šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,28,Flower Store,-1.0,Bonus Eventus Florist ,345 Robson St ,334.0
26,2,49.28,-123.12,šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,28,Flower Store,-1.0,Granville Station Flowers ,655 Seymour St ,380.0
26,2,49.28,-123.12,šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,28,Seafood,4.5, Blue Water Cafe, 1095 Hamilton St,2244.53
26,2,49.28,-123.12,šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,28,"Seafood, Steakhouses",4.0, Joe Fortes Seafood & Chop House, 777 Thurlow Street,3206.83
26,2,49.28,-123.12,šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,28,Italian,4.5, Lupo, 869 Hamilton Street,2499.67
26,2,49.28,-123.12,šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,28,"Breakfast & Brunch, Middle Eastern, Wine Bars",4.0, Medina Cafe, 780 Richards Street,2749.8
26,2,49.28,-123.12,šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,28,"Canadian (New), Seafood",4.0, The Flying Pig, 1168 Hamilton Street,2108.81
16,1,49.28,-123.12,Richards & Helmcken,17,Restaurant,-1.0,Le Cassis Patisserie & Cooking School ,910 Beatty St ,514.0
16,1,49.28,-123.12,Richards & Helmcken,17,Flower Store,-1.0,Bay Fresh Flowers ,1b21-650 Georgia St W ,228.0
16,1,49.28,-123.12,Richards & Helmcken,17,Flower Store,-1.0,Divine Vines ,1024 Mainland St ,452.0
16,1,49.28,-123.12,Richards & Helmcken,17,Flower Store,-1.0,Angela & Gabriel's Flowers Inc ,925 Georgia St W ,472.0
16,1,49.28,-123.12,Richards & Helmcken,17,Flower Store,-1.0,7 Foot Florist ,888 Dunsmuir St ,523.0
16,1,49.28,-123.12,Richards & Helmcken,17,Flower Store,-1.0,Queensberry Flower Co ,655 Seymour St ,571.0
16,1,49.28,-123.12,Richards & Helmcken,17,Flower Store,-1.0,Fleurs d'Amour ,437 Robson St ,214.0
16,1,49.28,-123.12,Richards & Helmcken,17,Flower Store,-1.0,Bonus Eventus Florist ,345 Robson St ,334.0
16,1,49.28,-123.12,Richards & Helmcken,17,Flower Store,-1.0,Granville Station Flowers ,655 Seymour St ,380.0
16,1,49.28,-123.12,Richards & Helmcken,17,Seafood,4.5, Blue Water Cafe, 1095 Hamilton St,2244.53
16,1,49.28,-123.12,Richards & Helmcken,17,"Seafood, Steakhouses",4.0, Joe Fortes Seafood & Chop House, 777 Thurlow Street,3206.83
16,1,49.28,-123.12,Richards & Helmcken,17,Italian,4.5, Lupo, 869 Hamilton Street,2499.67
16,1,49.28,-123.12,Richards & Helmcken,17,"Breakfast & Brunch, Middle Eastern, Wine Bars",4.0, Medina Cafe, 780 Richards Street,2749.8
16,1,49.28,-123.12,Richards & Helmcken,17,"Canadian (New), Seafood",4.0, The Flying Pig, 1168 Hamilton Street,2108.81
14,4,49.28,-123.12,Richards & Robson,18,Restaurant,-1.0,Le Cassis Patisserie & Cooking School ,910 Beatty St ,514.0
14,4,49.28,-123.12,Richards & Robson,18,Flower Store,-1.0,Bay Fresh Flowers ,1b21-650 Georgia St W ,228.0
14,4,49.28,-123.12,Richards & Robson,18,Flower Store,-1.0,Divine Vines ,1024 Mainland St ,452.0
14,4,49.28,-123.12,Richards & Robson,18,Flower Store,-1.0,Angela & Gabriel's Flowers Inc ,925 Georgia St W ,472.0
14,4,49.28,-123.12,Richards & Robson,18,Flower Store,-1.0,7 Foot Florist ,888 Dunsmuir St ,523.0
14,4,49.28,-123.12,Richards & Robson,18,Flower Store,-1.0,Queensberry Flower Co ,655 Seymour St ,571.0
14,4,49.28,-123.12,Richards & Robson,18,Flower Store,-1.0,Fleurs d'Amour ,437 Robson St ,214.0
14,4,49.28,-123.12,Richards & Robson,18,Flower Store,-1.0,Bonus Eventus Florist ,345 Robson St ,334.0
14,4,49.28,-123.12,Richards & Robson,18,Flower Store,-1.0,Granville Station Flowers ,655 Seymour St ,380.0
14,4,49.28,-123.12,Richards & Robson,18,Seafood,4.5, Blue Water Cafe, 1095 Hamilton St,2244.53
14,4,49.28,-123.12,Richards & Robson,18,"Seafood, Steakhouses",4.0, Joe Fortes Seafood & Chop House, 777 Thurlow Street,3206.83
14,4,49.28,-123.12,Richards & Robson,18,Italian,4.5, Lupo, 869 Hamilton Street,2499.67
14,4,49.28,-123.12,Richards & Robson,18,"Breakfast & Brunch, Middle Eastern, Wine Bars",4.0, Medina Cafe, 780 Richards Street,2749.8
14,4,49.28,-123.12,Richards & Robson,18,"Canadian (New), Seafood",4.0, The Flying Pig, 1168 Hamilton Street,2108.81
16,1,49.28,-123.12,Georgia & Homer,17,Restaurant,-1.0,Le Cassis Patisserie & Cooking School ,910 Beatty St ,514.0
16,1,49.28,-123.12,Georgia & Homer,17,Flower Store,-1.0,Bay Fresh Flowers ,1b21-650 Georgia St W ,228.0
16,1,49.28,-123.12,Georgia & Homer,17,Flower Store,-1.0,Divine Vines ,1024 Mainland St ,452.0
16,1,49.28,-123.12,Georgia & Homer,17,Flower Store,-1.0,Angela & Gabriel's Flowers Inc ,925 Georgia St W ,472.0
16,1,49.28,-123.12,Georgia & Homer,17,Flower Store,-1.0,7 Foot Florist ,888 Dunsmuir St ,523.0
16,1,49.28,-123.12,Georgia & Homer,17,Flower Store,-1.0,Queensberry Flower Co ,655 Seymour St ,571.0
16,1,49.28,-123.12,Georgia & Homer,17,Flower Store,-1.0,Fleurs d'Amour ,437 Robson St ,214.0
16,1,49.28,-123.12,Georgia & Homer,17,Flower Store,-1.0,Bonus Eventus Florist ,345 Robson St ,334.0
16,1,49.28,-123.12,Georgia & Homer,17,Flower Store,-1.0,Granville Station Flowers ,655 Seymour St ,380.0
16,1,49.28,-123.12,Georgia & Homer,17,Seafood,4.5, Blue Water Cafe, 1095 Hamilton St,2244.53
16,1,49.28,-123.12,Georgia & Homer,17,"Seafood, Steakhouses",4.0, Joe Fortes Seafood & Chop House, 777 Thurlow Street,3206.83
16,1,49.28,-123.12,Georgia & Homer,17,Italian,4.5, Lupo, 869 Hamilton Street,2499.67
16,1,49.28,-123.12,Georgia & Homer,17,"Breakfast & Brunch, Middle Eastern, Wine Bars",4.0, Medina Cafe, 780 Richards Street,2749.8
16,1,49.28,-123.12,Georgia & Homer,17,"Canadian (New), Seafood",4.0, The Flying Pig, 1168 Hamilton Street,2108.81
13,0,49.28,-123.12,Richards & Davie,13,Restaurant,-1.0,Le Cassis Patisserie & Cooking School ,910 Beatty St ,514.0
13,0,49.28,-123.12,Richards & Davie,13,Flower Store,-1.0,Bay Fresh Flowers ,1b21-650 Georgia St W ,228.0
13,0,49.28,-123.12,Richards & Davie,13,Flower Store,-1.0,Divine Vines ,1024 Mainland St ,452.0
13,0,49.28,-123.12,Richards & Davie,13,Flower Store,-1.0,Angela & Gabriel's Flowers Inc ,925 Georgia St W ,472.0
13,0,49.28,-123.12,Richards & Davie,13,Flower Store,-1.0,7 Foot Florist ,888 Dunsmuir St ,523.0
13,0,49.28,-123.12,Richards & Davie,13,Flower Store,-1.0,Queensberry Flower Co ,655 Seymour St ,571.0
13,0,49.28,-123.12,Richards & Davie,13,Flower Store,-1.0,Fleurs d'Amour ,437 Robson St ,214.0
13,0,49.28,-123.12,Richards & Davie,13,Flower Store,-1.0,Bonus Eventus Florist ,345 Robson St ,334.0
13,0,49.28,-123.12,Richards & Davie,13,Flower Store,-1.0,Granville Station Flowers ,655 Seymour St ,380.0
13,0,49.28,-123.12,Richards & Davie,13,Seafood,4.5, Blue Water Cafe, 1095 Hamilton St,2244.53
13,0,49.28,-123.12,Richards & Davie,13,"Seafood, Steakhouses",4.0, Joe Fortes Seafood & Chop House, 777 Thurlow Street,3206.83
13,0,49.28,-123.12,Richards & Davie,13,Italian,4.5, Lupo, 869 Hamilton Street,2499.67
13,0,49.28,-123.12,Richards & Davie,13,"Breakfast & Brunch, Middle Eastern, Wine Bars",4.0, Medina Cafe, 780 Richards Street,2749.8
13,0,49.28,-123.12,Richards & Davie,13,"Canadian (New), Seafood",4.0, The Flying Pig, 1168 Hamilton Street,2108.81
5,13,49.28,-123.12,Smithe & Burrard,18,Restaurant,-1.0,Le Cassis Patisserie & Cooking School ,910 Beatty St ,514.0
5,13,49.28,-123.12,Smithe & Burrard,18,Flower Store,-1.0,Bay Fresh Flowers ,1b21-650 Georgia St W ,228.0
5,13,49.28,-123.12,Smithe & Burrard,18,Flower Store,-1.0,Divine Vines ,1024 Mainland St ,452.0
5,13,49.28,-123.12,Smithe & Burrard,18,Flower Store,-1.0,Angela & Gabriel's Flowers Inc ,925 Georgia St W ,472.0
5,13,49.28,-123.12,Smithe & Burrard,18,Flower Store,-1.0,7 Foot Florist ,888 Dunsmuir St ,523.0
5,13,49.28,-123.12,Smithe & Burrard,18,Flower Store,-1.0,Queensberry Flower Co ,655 Seymour St ,571.0
5,13,49.28,-123.12,Smithe & Burrard,18,Flower Store,-1.0,Fleurs d'Amour ,437 Robson St ,214.0
5,13,49.28,-123.12,Smithe & Burrard,18,Flower Store,-1.0,Bonus Eventus Florist ,345 Robson St ,334.0
5,13,49.28,-123.12,Smithe & Burrard,18,Flower Store,-1.0,Granville Station Flowers ,655 Seymour St ,380.0
5,13,49.28,-123.12,Smithe & Burrard,18,Seafood,4.5, Blue Water Cafe, 1095 Hamilton St,2244.53
5,13,49.28,-123.12,Smithe & Burrard,18,"Seafood, Steakhouses",4.0, Joe Fortes Seafood & Chop House, 777 Thurlow Street,3206.83
5,13,49.28,-123.12,Smithe & Burrard,18,Italian,4.5, Lupo, 869 Hamilton Street,2499.67
5,13,49.28,-123.12,Smithe & Burrard,18,"Breakfast & Brunch, Middle Eastern, Wine Bars",4.0, Medina Cafe, 780 Richards Street,2749.8
5,13,49.28,-123.12,Smithe & Burrard,18,"Canadian (New), Seafood",4.0, The Flying Pig, 1168 Hamilton Street,2108.81
16,0,49.28,-123.12,Richards & Smithe,16,Restaurant,-1.0,Le Cassis Patisserie & Cooking School ,910 Beatty St ,514.0
16,0,49.28,-123.12,Richards & Smithe,16,Flower Store,-1.0,Bay Fresh Flowers ,1b21-650 Georgia St W ,228.0
16,0,49.28,-123.12,Richards & Smithe,16,Flower Store,-1.0,Divine Vines ,1024 Mainland St ,452.0
16,0,49.28,-123.12,Richards & Smithe,16,Flower Store,-1.0,Angela & Gabriel's Flowers Inc ,925 Georgia St W ,472.0
16,0,49.28,-123.12,Richards & Smithe,16,Flower Store,-1.0,7 Foot Florist ,888 Dunsmuir St ,523.0
16,0,49.28,-123.12,Richards & Smithe,16,Flower Store,-1.0,Queensberry Flower Co ,655 Seymour St ,571.0
16,0,49.28,-123.12,Richards & Smithe,16,Flower Store,-1.0,Fleurs d'Amour ,437 Robson St ,214.0
16,0,49.28,-123.12,Richards & Smithe,16,Flower Store,-1.0,Bonus Eventus Florist ,345 Robson St ,334.0
16,0,49.28,-123.12,Richards & Smithe,16,Flower Store,-1.0,Granville Station Flowers ,655 Seymour St ,380.0
16,0,49.28,-123.12,Richards & Smithe,16,Seafood,4.5, Blue Water Cafe, 1095 Hamilton St,2244.53
16,0,49.28,-123.12,Richards & Smithe,16,"Seafood, Steakhouses",4.0, Joe Fortes Seafood & Chop House, 777 Thurlow Street,3206.83
16,0,49.28,-123.12,Richards & Smithe,16,Italian,4.5, Lupo, 869 Hamilton Street,2499.67
16,0,49.28,-123.12,Richards & Smithe,16,"Breakfast & Brunch, Middle Eastern, Wine Bars",4.0, Medina Cafe, 780 Richards Street,2749.8
16,0,49.28,-123.12,Richards & Smithe,16,"Canadian (New), Seafood",4.0, The Flying Pig, 1168 Hamilton Street,2108.81
4,20,49.29,-123.12,Pender & Burrard,24,Flower Store,-1.0,Angela & Gabriel's Flowers Inc ,595 Burrard St ,563.0
4,20,49.29,-123.12,Pender & Burrard,24,Flower Store,-1.0,Flower Expression ,St Corner of Burrard St ,615.0
4,20,49.29,-123.12,Pender & Burrard,24,Flower Store,-1.0,Vivio Flower Atelier Ltd ,1125W Pender St W ,885.0
4,20,49.29,-123.12,Pender & Burrard,24,Flower Store,-1.0,La Florería ,1125 Pender St W ,888.0
4,20,49.29,-123.12,Pender & Burrard,24,Flower Store,-1.0,Lavender & Lilacs Florist ,1177 Hastings St W ,967.0
4,20,49.29,-123.12,Pender & Burrard,24,Flower Store,-1.0,Choice Flowers ,1055 Georgia St W ,604.0
4,20,49.29,-123.12,Pender & Burrard,24,Flower Store,-1.0,Flowers Aficionado ,625 Burrard St ,628.0
4,20,49.29,-123.12,Pender & Burrard,24,Flower Store,-1.0,Fran's Flowers ,500 Howe St ,643.0
4,20,49.29,-123.12,Pender & Burrard,24,Flower Store,-1.0,Franchiselink ,1055W Hastings St W ,868.0
4,20,49.29,-123.12,Pender & Burrard,24,Flower Store,-1.0,Axon Communications Inc ,1011 Cordova St W ,914.0
4,20,49.29,-123.12,Pender & Burrard,24,Flower Store,-1.0,Granville Island Florist ,1038 Canada Pl ,957.0
4,20,49.29,-123.12,Pender & Burrard,24,"Canadian (New), Cocktail Bars",4.0, Cactus Club Cafe, 1085 Canada Place,3737.69
10,10,49.29,-123.12,Hornby & Pender,20,Flower Store,-1.0,Angela & Gabriel's Flowers Inc ,595 Burrard St ,563.0
10,10,49.29,-123.12,Hornby & Pender,20,Flower Store,-1.0,Flower Expression ,St Corner of Burrard St ,615.0
10,10,49.29,-123.12,Hornby & Pender,20,Flower Store,-1.0,Vivio Flower Atelier Ltd ,1125W Pender St W ,885.0
10,10,49.29,-123.12,Hornby & Pender,20,Flower Store,-1.0,La Florería ,1125 Pender St W ,888.0
10,10,49.29,-123.12,Hornby & Pender,20,Flower Store,-1.0,Lavender & Lilacs Florist ,1177 Hastings St W ,967.0
10,10,49.29,-123.12,Hornby & Pender,20,Flower Store,-1.0,Choice Flowers ,1055 Georgia St W ,604.0
10,10,49.29,-123.12,Hornby & Pender,20,Flower Store,-1.0,Flowers Aficionado ,625 Burrard St ,628.0
10,10,49.29,-123.12,Hornby & Pender,20,Flower Store,-1.0,Fran's Flowers ,500 Howe St ,643.0
10,10,49.29,-123.12,Hornby & Pender,20,Flower Store,-1.0,Franchiselink ,1055W Hastings St W ,868.0
10,10,49.29,-123.12,Hornby & Pender,20,Flower Store,-1.0,Axon Communications Inc ,1011 Cordova St W ,914.0
10,10,49.29,-123.12,Hornby & Pender,20,Flower Store,-1.0,Granville Island Florist ,1038 Canada Pl ,957.0
10,10,49.29,-123.12,Hornby & Pender,20,"Canadian (New), Cocktail Bars",4.0, Cactus Club Cafe, 1085 Canada Place,3737.69
13,1,49.29,-123.12,Cordova & Bute,14,Flower Store,-1.0,Angela & Gabriel's Flowers Inc ,595 Burrard St ,563.0
13,1,49.29,-123.12,Cordova & Bute,14,Flower Store,-1.0,Flower Expression ,St Corner of Burrard St ,615.0
13,1,49.29,-123.12,Cordova & Bute,14,Flower Store,-1.0,Vivio Flower Atelier Ltd ,1125W Pender St W ,885.0
13,1,49.29,-123.12,Cordova & Bute,14,Flower Store,-1.0,La Florería ,1125 Pender St W ,888.0
13,1,49.29,-123.12,Cordova & Bute,14,Flower Store,-1.0,Lavender & Lilacs Florist ,1177 Hastings St W ,967.0
13,1,49.29,-123.12,Cordova & Bute,14,Flower Store,-1.0,Choice Flowers ,1055 Georgia St W ,604.0
13,1,49.29,-123.12,Cordova & Bute,14,Flower Store,-1.0,Flowers Aficionado ,625 Burrard St ,628.0
13,1,49.29,-123.12,Cordova & Bute,14,Flower Store,-1.0,Fran's Flowers ,500 Howe St ,643.0
13,1,49.29,-123.12,Cordova & Bute,14,Flower Store,-1.0,Franchiselink ,1055W Hastings St W ,868.0
13,1,49.29,-123.12,Cordova & Bute,14,Flower Store,-1.0,Axon Communications Inc ,1011 Cordova St W ,914.0
13,1,49.29,-123.12,Cordova & Bute,14,Flower Store,-1.0,Granville Island Florist ,1038 Canada Pl ,957.0
13,1,49.29,-123.12,Cordova & Bute,14,"Canadian (New), Cocktail Bars",4.0, Cactus Club Cafe, 1085 Canada Place,3737.69
11,1,49.29,-123.12,Georgia & Thurlow,12,Flower Store,-1.0,Angela & Gabriel's Flowers Inc ,595 Burrard St ,563.0
11,1,49.29,-123.12,Georgia & Thurlow,12,Flower Store,-1.0,Flower Expression ,St Corner of Burrard St ,615.0
11,1,49.29,-123.12,Georgia & Thurlow,12,Flower Store,-1.0,Vivio Flower Atelier Ltd ,1125W Pender St W ,885.0
11,1,49.29,-123.12,Georgia & Thurlow,12,Flower Store,-1.0,La Florería ,1125 Pender St W ,888.0
11,1,49.29,-123.12,Georgia & Thurlow,12,Flower Store,-1.0,Lavender & Lilacs Florist ,1177 Hastings St W ,967.0
11,1,49.29,-123.12,Georgia & Thurlow,12,Flower Store,-1.0,Choice Flowers ,1055 Georgia St W ,604.0
